"2022-10-12 00:00:00","10","1890610.54"
"2022-10-12 00:00:00","66","0"
"2022-10-12 00:00:00","39","2484641.97"
"2022-10-12 00:00:00","12","3869403.15"
"2022-10-12 00:00:00","41","0"
"2022-10-12 00:00:00","2","3637363.34"
"2022-10-12 00:00:00","14","1073068.07"
"2022-10-12 00:00:00","96","66525.1"
"2022-10-12 00:00:00","33","2493704.28"
"2022-10-12 00:00:00","3","1994087.83"
"2022-10-12 00:00:00","1","2866139.4"
"2022-10-12 00:00:00","34","1719942.36"
"2022-10-12 00:00:00","37","1752865.22"
"2022-10-12 00:00:00","30","1477269.4"
"2022-10-12 00:00:00","32","985062.21"
"2022-10-12 00:00:00","36","1176574.94"
"2022-10-12 00:00:00","31","1584434.55"
"2022-10-12 00:00:00","16","3667505.9"
"2022-10-12 00:00:00","17","1629658.66"
"2022-10-12 00:00:00","7","2591008"
"2022-10-12 00:00:00","13","2181961.58"
"2022-10-12 00:00:00","9","1935438.71"
"2022-10-12 00:00:00","18","202238.37"
"2022-10-12 00:00:00","6","1640679.33"
