"2022-10-05 00:00:00","96","67741.14"
"2022-10-05 00:00:00","18","182950.68"
"2022-10-05 00:00:00","30","1419707.31"
"2022-10-05 00:00:00","9","2068643.66"
"2022-10-05 00:00:00","39","2693749.99"
"2022-10-05 00:00:00","7","2512781.14"
"2022-10-05 00:00:00","14","1036559.53"
"2022-10-05 00:00:00","32","1023871.23"
"2022-10-05 00:00:00","12","4002487.39"
"2022-10-05 00:00:00","2","2973037.53"
"2022-10-05 00:00:00","10","1969914.27"
"2022-10-05 00:00:00","66","0"
"2022-10-05 00:00:00","16","3324075.13"
"2022-10-05 00:00:00","41","0"
"2022-10-05 00:00:00","6","1466916.97"
"2022-10-05 00:00:00","33","2287764.31"
"2022-10-05 00:00:00","34","1734494.65"
"2022-10-05 00:00:00","36","900518.38"
"2022-10-05 00:00:00","31","1627597.56"
"2022-10-05 00:00:00","3","1750263.77"
"2022-10-05 00:00:00","13","2315157.36"
"2022-10-05 00:00:00","17","1743043.65"
"2022-10-05 00:00:00","37","1765948.25"
"2022-10-05 00:00:00","1","3261242.5"
