"2022-10-03 00:00:00","14","1385263.35"
"2022-10-03 00:00:00","12","4529647.3"
"2022-10-03 00:00:00","16","4260535.42"
"2022-10-03 00:00:00","96","68597.46"
"2022-10-03 00:00:00","32","1195277.89"
"2022-10-03 00:00:00","37","1915199.4"
"2022-10-03 00:00:00","9","2954586.31"
"2022-10-03 00:00:00","2","3851733.93"
"2022-10-03 00:00:00","41","0"
"2022-10-03 00:00:00","1","3402968.11"
"2022-10-03 00:00:00","13","2497624.61"
"2022-10-03 00:00:00","36","1090308.03"
"2022-10-03 00:00:00","30","1732078.07"
"2022-10-03 00:00:00","3","2058888.61"
"2022-10-03 00:00:00","31","2071671.04"
"2022-10-03 00:00:00","10","2596611.45"
"2022-10-03 00:00:00","34","2114486.4"
"2022-10-03 00:00:00","39","2532487.31"
"2022-10-03 00:00:00","7","3268670.94"
"2022-10-03 00:00:00","17","2060775.14"
"2022-10-03 00:00:00","66","0"
"2022-10-03 00:00:00","33","2913567.17"
"2022-10-03 00:00:00","6","1522137.65"
"2022-10-03 00:00:00","18","217579.77"
