"冷藏肉-雞清胸肉(大成)公斤","18公斤/箱","","14","肉品課"
"康乃馨寶寶濕巾-補充包(厚片) 80片","","4710049003516","27","家用紙製品課"
"義美無糖台灣四季春936ml","936ml","4710126198364","15","冷藏課"
"台灣水蓮-150+-10%/包","150g+-10%/包","4717060577576","11","蔬菜課"
"品沐頂級3D透氣萬用紙纖蓆","60x120cm","4717565506712","32","家用紡品"
"禾聯  視訊盒MJ6-F02","MJ6-F02","4713291824038","41","電視及音響"
"冷藏肉-台灣黑豬肉(思牧)/公斤","kg","","14","肉品課"
"未殺菌蛋白液1kg/罐","","","18","烘焙課"
"良澔黃之梅糖140公克/包","140公克/包","4710933246074","23","糖果餅乾課"
"光泉原味優酪乳 900ml/瓶","900ml/瓶","4710105010632","15","冷藏課"
"台灣韭菜250g+-10%/束","250g+-10%/束","4717060119103","11","蔬菜課"
"卡迪那波浪洋芋片和風海苔山葵口味","170G","4710022051770","23","糖果餅乾課"
"台灣冰山萵苣(履歷)120g+-5%/袋","120g+-5%/袋","4713327400502","11","蔬菜課"
"純棉素彩背心 灰#M","7717A","4712893743501","57","男女內著課"
"驅塵氏抗菌濕巾-茶樹","20x28.5cmx12張","4710731070659","61","家庭清潔用具課"
"冷藏肉-爌肉片(快樂豬)300g/盒","","","14","肉品課"
"光泉低脂鮮乳 1857ml/瓶","1857ml/瓶","4710105015125","15","冷藏課"
"男休閒運動短褲 黑#XL","","","51","男裝課"
"M&M's花生糖衣巧克力 303.3g","303.3g","040000513056","23","糖果餅乾課"
"Feather花王洗髮精清新沁涼型","750ml/瓶","4710363082624","28","美容用品課"
"有機虎紋黑美人菇150g+-5%/盒","","4711845279952","11","蔬菜課"
"三好履歷一等芋香米2.2kg/包","2.2kg/包  CNS 一等米","4710265031263","20","米,麵,南北貨課"
"光泉正庄蜂蜜菊花茶250ml*24包/箱","250ml*24包/箱","4710105127170","21","飲料課"
"義美全脂鮮乳1750ml/盒","1750ml/盒","4710126150348","15","冷藏課"
"雙葉ㄘㄨㄚ\冰族-梅子 170g/杯","170g/杯","4710131149818","16","冷凍課"
"*麥香阿薩姆奶茶600ml/瓶","600ml/瓶","4710088423337","21","飲料課"
"*達人上菜鐵板麵-黑胡椒320g±9g/包","320g±9g/包","4713494161329","15","冷藏課"
"福樂麥芽牛乳936ml","936ml","4710339006463","15","冷藏課"
"冷藏肉-豬尾(嘉)公斤","公斤","4712523162382","14","肉品課"
"桂冠黃金麻糬捲","120g/盒","4710011435482","16","冷凍課"
"三好履歷霧峰芋香米1.5KG","1.5KG/包 CNS一等","4710265032604","20","米,麵,南北貨課"
"*小磨坊 精選八角粒(純素) 10g/包","10g/包","4710059059022","25","食用油&罐頭醬料課"
"西雅圖蜂鳥曼巴綜合(掛耳咖啡)","8g*10包/盒","4710782176294","26","沖調課"
"洋蔥小丁 1kg/包","1kg/包","4717060601417","18","烘焙課"
"品盛堂-輕盈纖美茶","9g*12","4713095560453","26","沖調課"
"智利富士蘋果(約210克+-5%)/粒","#88 210克/粒 70%","","12","水果課"
"大拇指男工作休閒褲 墨綠#32""","","","51","男裝課"
"冷藏肉-雞骨腿T8(超) 公斤","","","14","肉品課"
"牛蕃茄 600g+-5%/盒","600g+-5%/盒","","11","蔬菜課"
"妙管家噴霧式芳香劑-清新檸檬","300ml","4710303350868","69","家庭清潔洗劑課"
"純萃喝超研磨咖啡(阿拉比卡)275ml/","275ml","4710784965582","15","冷藏課"
"大拇指 純水6000ml/瓶","6000ml/瓶","4710970799120","21","飲料課"
"冷藏肉-豬小排(雅勝) 公斤","","","14","肉品課"
"CR超涼快乾圓領短袖衫 L","M/L/XL","4716022667539","57","男女內著課"
"貝納頌-經典拿鐵3入","290ml*3瓶","4710063444487","15","冷藏課"
"ALCATEL助聽功能數位無線電話XL350","1.8G/XL350","3700601414073","48","3C 電子"
"日本桐灰小白兔暖暖包禮盒24Hr","KO0309","4901548160309","39","戶外休閒"
"芋頭塊 300g/包","300g/包","4717060604715","11","蔬菜課"
"統一園之味-葡萄汁  900ml/瓶","900ml/瓶","4710088637208","15","冷藏課"
"好姨食堂蛋餅皮60g*12片","720g","4718018031072","16","冷凍課"
"康普茶雙纖飲葡柚蜜香風味530mlx4","530mlx4","4710209996832","21","飲料課"
"義美鮮奶茶900ml","900ml","4710126198470","15","冷藏課"
"梅香莊 極品梅肉 55公克","55公克","4710587840383","23","糖果餅乾課"
"歐邁福法麵包餅乾-青陽辣椒美乃滋","300g","8809090399191","66","進口食品課"
"KEYWAY CR-8093 藍海9L收納盒(3入)","393*267*126mm","4711713611334","31","家俱與收納課"
"統一瑞穗調味乳-麥芽  930ml/瓶","930ml/瓶","4710088823311","15","冷藏課"
"驅塵氏檜木濕拖巾 12張","20x28.5cmx12張","4710731070697","61","家庭清潔用具課"
"農搾金桔檸檬飲900ml/瓶","900ml/瓶","4710063415975","15","冷藏課"
"58度金門高粱酒1000ml/瓶","1000ml","4719433010536","24","啤酒與烈酒課"
"綠野農莊里肌肉250g單包真空Mini包","","4716814682313","14","肉品課"
"旺來旺 生葵瓜子仁","400G","4713958257261","20","米,麵,南北貨課"
"十粒生魚片","盒","","13","水產課"
"活益比菲多原味-471","471ml","4719857004012","15","冷藏課"
"驅塵氏-超黏拖補充(60張*3捲)","16CM*60周","4710731072394","61","家庭清潔用具課"
"100%柳橙綜合果汁200ml*6包/組","slim200ml*6包/組","4710105320458","21","飲料課"
"格蘭傑經典單一麥芽威士忌700ml","700ml","5010494560282","24","啤酒與烈酒課"
"林鳳營特濃重乳優格(無加糖)","400g/杯","4710063338038","15","冷藏課"
"*LCA506 活菌發酵乳 原味300ml/瓶","300ml","4710063334726","15","冷藏課"
"豆豆濃非基改白豆漿-無糖900cc/瓶","900cc/瓶","4711100360326","15","冷藏課"
"可麗舒除臭抽取衛生紙","100抽x12包","4710036721065","27","家用紙製品課"
"萬歲牌蒜味珍珠開心果140G","140G","4710022023470","23","糖果餅乾課"
"義美優酪乳1700ml","1700ml","4710126152731","15","冷藏課"
"每日C果肉有感100%火龍果綜合果汁","800ml/瓶","4710063426636","15","冷藏課"
"台灣白莧菜250g+-5%/束","250g+-5%/束","4713327083545","11","蔬菜課"
"去刺虱目魚肚 150g上/片","150g上/片","","13","水產課"
"光泉冷泡茶-頂香青茶585ml*4/組","585ml*4","4710105557595","21","飲料課"
"悠活白鮮蛋10入/600g/盒(內轉)","","","17","熟餐課"
"台灣扁蒲-500g/條","500g/條","","11","蔬菜課"
"高級豬鬃油漆刷-4""","4""","4719867293802","34","家庭修繕"
"禎祥冷凍鍋貼 840g/包","840g/包","4710357308211","16","冷凍課"
"台灣木瓜(約900克+-5%)/粒","900克+-5%/粒","","12","水果課"
"桂冠輕沙拉100克/條","100克/條","4710011403153","15","冷藏課"
"有機香菇300g+-5%/盒","","4710577210059","11","蔬菜課"
"德國豬腳(蒸熟原料)/750g-850g","750g-850g/個","","17","熟餐課"
"*卜蜂羅勒青醬義大利麵","230g","4711277320581","16","冷凍課"
"貓皇族滿足罐鮪魚雞肉鮭魚","170g/罐PTW1359","4711404013591","22","寵物課"
"冷藏肉-豬大骨(雅勝)/公斤","","","14","肉品課"
"履歷台灣百香果(約600g+-5%)/袋","約600g+-5%/袋","4710631450698","12","水果課"
"雪柔蛋糕","265g+-9%/盒","","18","烘焙課"
"蕾媽媽 東北酸白菜鍋","1000g","4712523200695","16","冷凍課"
"得意平版衛生紙 300張x6包/袋","300張x6包/袋","4710104001020","27","家用紙製品課"
"LG 蒸氣變頻洗脫滾筒洗衣機15KG","WD-S15TBW(白色)","8806098537402","42","大家電"
"海味家族-蜜汁沙茶 130g/包","130g/包","4956043791053","23","糖果餅乾課"
"光泉OAT燕麥奶-可可榛果936ml","936ml","4710105010441","15","冷藏課"
"美國A&H鐵鎚牌小蘇打粉洗衣精","(敏感肌配方)2.21L","033200093411","69","家庭清潔洗劑課"
