"2022-10-10 00:00:00","1","6995127.97"
"2022-10-10 00:00:00","9","4225525.33"
"2022-10-10 00:00:00","2","6299201.09"
"2022-10-10 00:00:00","32","2270813.12"
"2022-10-10 00:00:00","6","3044793.86"
"2022-10-10 00:00:00","18","393717.29"
"2022-10-10 00:00:00","30","2556643.07"
"2022-10-10 00:00:00","17","2825453.61"
"2022-10-10 00:00:00","33","4916176.83"
"2022-10-10 00:00:00","66","0"
"2022-10-10 00:00:00","31","3415024.23"
"2022-10-10 00:00:00","96","79301.51"
"2022-10-10 00:00:00","3","3026590.81"
"2022-10-10 00:00:00","41","0"
"2022-10-10 00:00:00","13","4145691.1"
"2022-10-10 00:00:00","12","7989364.23"
"2022-10-10 00:00:00","7","4983840.45"
"2022-10-10 00:00:00","39","5008981.03"
"2022-10-10 00:00:00","36","1495752.72"
"2022-10-10 00:00:00","14","2046797.43"
"2022-10-10 00:00:00","10","4745465.32"
"2022-10-10 00:00:00","34","3271976.28"
"2022-10-10 00:00:00","16","8068941.22"
"2022-10-10 00:00:00","37","3368129.1"
