"2022-10-17 00:00:00","18","182945.56"
"2022-10-17 00:00:00","36","832564.69"
"2022-10-17 00:00:00","66","0"
"2022-10-17 00:00:00","34","2543312.68"
"2022-10-17 00:00:00","37","1630791.72"
"2022-10-17 00:00:00","33","3005219.96"
"2022-10-17 00:00:00","39","2781935.44"
"2022-10-17 00:00:00","10","3446309.81"
"2022-10-17 00:00:00","3","1859044.38"
"2022-10-17 00:00:00","96","87024.53"
"2022-10-17 00:00:00","32","1127888.16"
"2022-10-17 00:00:00","41","0"
"2022-10-17 00:00:00","7","2770371.55"
"2022-10-17 00:00:00","14","1200885.33"
"2022-10-17 00:00:00","2","3679141.5"
"2022-10-17 00:00:00","31","2267262.53"
"2022-10-17 00:00:00","30","1752221.35"
"2022-10-17 00:00:00","17","1929360.28"
"2022-10-17 00:00:00","12","4673382"
"2022-10-17 00:00:00","6","1743968.06"
"2022-10-17 00:00:00","1","4148976.2"
"2022-10-17 00:00:00","13","2278618.29"
"2022-10-17 00:00:00","16","4578302.97"
"2022-10-17 00:00:00","9","3014049.01"
