"2022-10-11 00:00:00","14","958339.9"
"2022-10-11 00:00:00","12","4378133.1"
"2022-10-11 00:00:00","36","953646.98"
"2022-10-11 00:00:00","39","2783052.34"
"2022-10-11 00:00:00","17","1790833.95"
"2022-10-11 00:00:00","37","1687413.04"
"2022-10-11 00:00:00","16","4348967.71"
"2022-10-11 00:00:00","6","1678125.58"
"2022-10-11 00:00:00","10","2430145.28"
"2022-10-11 00:00:00","41","0"
"2022-10-11 00:00:00","96","78655.3"
"2022-10-11 00:00:00","13","2538720.99"
"2022-10-11 00:00:00","33","3124576.04"
"2022-10-11 00:00:00","34","2010293.75"
"2022-10-11 00:00:00","1","3494508.45"
"2022-10-11 00:00:00","7","3015264.36"
"2022-10-11 00:00:00","18","216574.46"
"2022-10-11 00:00:00","31","2163284.61"
"2022-10-11 00:00:00","2","3477571.82"
"2022-10-11 00:00:00","32","1260805.48"
"2022-10-11 00:00:00","3","2213044.07"
"2022-10-11 00:00:00","30","2020279.96"
"2022-10-11 00:00:00","9","2576950.93"
"2022-10-11 00:00:00","66","0"
