"2022-10-04 00:00:00","41","0"
"2022-10-04 00:00:00","14","1085158"
"2022-10-04 00:00:00","7","3137867.33"
"2022-10-04 00:00:00","36","879354.51"
"2022-10-04 00:00:00","39","2499002.01"
"2022-10-04 00:00:00","16","4744839.22"
"2022-10-04 00:00:00","33","2915220.44"
"2022-10-04 00:00:00","10","2542093.64"
"2022-10-04 00:00:00","66","0"
"2022-10-04 00:00:00","37","1726480.12"
"2022-10-04 00:00:00","1","3779938.85"
"2022-10-04 00:00:00","3","2137649.6"
"2022-10-04 00:00:00","34","2193202.05"
"2022-10-04 00:00:00","9","2711369.77"
"2022-10-04 00:00:00","32","1151677.4"
"2022-10-04 00:00:00","12","4050476.59"
"2022-10-04 00:00:00","18","192746.09"
"2022-10-04 00:00:00","2","3752705.79"
"2022-10-04 00:00:00","31","2192600.5"
"2022-10-04 00:00:00","17","1789559.62"
"2022-10-04 00:00:00","13","2583657.2"
"2022-10-04 00:00:00","30","1911187.7"
"2022-10-04 00:00:00","96","59858.3"
"2022-10-04 00:00:00","6","1705937.33"
