"2022-10-06 00:00:00","16","3480268.86"
"2022-10-06 00:00:00","32","1382252.49"
"2022-10-06 00:00:00","14","935105.71"
"2022-10-06 00:00:00","30","1388346.75"
"2022-10-06 00:00:00","33","2525594.53"
"2022-10-06 00:00:00","7","2568758.65"
"2022-10-06 00:00:00","10","2457470.9"
"2022-10-06 00:00:00","34","2136191.15"
"2022-10-06 00:00:00","2","3238887.51"
"2022-10-06 00:00:00","3","1917953.17"
"2022-10-06 00:00:00","41","0"
"2022-10-06 00:00:00","36","869420.9"
"2022-10-06 00:00:00","13","2016616.14"
"2022-10-06 00:00:00","9","2286912.32"
"2022-10-06 00:00:00","12","3966538.64"
"2022-10-06 00:00:00","6","1411813.95"
"2022-10-06 00:00:00","96","69883.8"
"2022-10-06 00:00:00","66","0"
"2022-10-06 00:00:00","18","188307.88"
"2022-10-06 00:00:00","17","1619681.51"
"2022-10-06 00:00:00","37","1552805.97"
"2022-10-06 00:00:00","31","1713948.17"
"2022-10-06 00:00:00","1","2946373.01"
"2022-10-06 00:00:00","39","2677431.63"
